Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Hourly Salary,min_salary,max_salary,Average Salary,Job state,Company_age
Senior Data Scientist,USD 119K - USD 179K,3.0,Petco,"San Diego, CA",10000+ Employees,1965,Company - Public,Pet & Pet Supplies Stores,Retail & Wholesale,$1 to $5 billion (USD),0,119,179,149.0,CA,59.0
"RESEARCH SCIENTIST, STATISTICAL ANALYST",USD 5K - USD 11K,4.2,University of Washington,"Seattle, WA",10000+ Employees,1861,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,5,11,8.0,WA,163.0
Data Science Manager - Remote,USD 92K - USD 142K ,3.2,Oldcastle Infrastructure,"Atlanta, GA",1001 to 5000 Employees,--,Company - Public,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,0,92,142,117.0,GA,
Marketing Data Science & Analytics Manager,USD 102K - USD 131K,4.0,Mutual of Enumclaw Insurance Company,Oregon,201 to 500 Employees,1898,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),0,102,131,116.5,ON,126.0
AI Data Scientist,USD 107K - USD 146K ,4.3,Ciena,"Linthicum Heights, MD",5001 to 10000 Employees,1992,Company - Public,Telecommunications Services,Telecommunications,$1 to $5 billion (USD),0,107,146,126.5,MD,32.0
"VP, Data Science & Insights",USD 104K - USD 149K ,3.5,Domino's,"Ann Arbor, MI",10000+ Employees,1960,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$1 to $5 billion (USD),0,104,149,126.5,MI,64.0
Healthcare Data and Research Analyst,USD 59K - USD 87K ,4.5,Flad Architects,"Tampa, FL",201 to 500 Employees,1985,Company - Private,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$25 to $100 million (USD),0,59,87,73.0,FL,39.0
Data Scientist,USD 81K - USD 170K,3.2,CVS Health,"Wellesley, MA",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,81,170,125.5,MA,61.0
"Sr. Data Engineer, Business Analytics",USD 125K - USD 174K ,3.6,Tesla,"Fremont, CA",10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),0,125,174,149.5,CA,21.0
AI and Machine Learning Engineer,USD 113K - USD 260K,4.1,Hewlett Packard Enterprise,Texas,10000+ Employees,2015,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,113,260,186.5,AS,9.0
Data Scientist,USD 150K - USD 200K,4.3,Neuberger Berman,"New York, NY",1001 to 5000 Employees,1939,Company - Public,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),0,150,200,175.0,NY,85.0
JP Morgan Chase Institute - Data Science Research Associate,USD 105K - USD 140K,4.0,JPMorgan Chase & Co,"Washington, DC",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),0,105,140,122.5,DC,225.0
Junior Data Scientist,USD 100K - USD 110K,3.9,ApolloMed,Remote,501 to 1000 Employees,1994,Company - Public,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),0,100,110,105.0,Remote,30.0
Senior Data Analyst,USD 103K - USD 134K ,4.0,Deloitte,"Rosslyn, VA",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD),0,103,134,118.5,VA,174.0
Staff Data Scientist - Fleet Analytics and Modeling,USD 119K - USD 174K ,3.9,General Motors,"Palo Alto, CA",10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),0,119,174,146.5,CA,116.0
Lead Data Scientist,USD 100K - USD 142K ,4.0,JPMorgan Chase & Co,"Columbus, OH",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),0,100,142,121.0,OH,225.0
Director of Data Science - Remote,USD 78K - USD 128K ,3.5,Hilton Grand Vacations,"Orlando, FL",5001 to 10000 Employees,1992,Company - Public,Hotels & Resorts,Hotels & Travel Accommodation,Unknown / Non-Applicable,0,78,128,103.0,FL,32.0
Senior Data Science Strategist,USD 116K - USD 149K ,4.3,National Institutes of Health,"Bethesda, MD",10000+ Employees,1887,Government,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,0,116,149,132.5,MD,137.0
Sr Data Analyst,USD 113K - USD 151K,3.8,Disney,"Burbank, CA",10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),0,113,151,132.0,CA,101.0
Sr. Data Analyst,USD 54K - USD 83K ,3.6,"Florida Health Care Plans, Inc.","Daytona Beach, FL",1001 to 5000 Employees,1994,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),0,54,83,68.5,FL,30.0
Sr. Associate Data Engineer - ETL Developer,USD 88K - USD 145K,4.2,"The Travelers Companies, Inc.","Hartford, CT",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,88,145,116.5,CT,171.0
Senior Data Engineer,USD 154K - USD 279K,4.4,Adobe,"New York, NY",10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,154,279,216.5,NY,42.0
Data Scientist,USD 125K - USD 169K ,5.0,BICP,"San Francisco, CA",1 to 50 Employees,2009,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),0,125,169,147.0,CA,15.0
Data Scientist,USD 132K - USD 171K,3.4,Albertsons Companies,"Pleasanton, CA",10000+ Employees,1939,Company - Public,Grocery Stores,Retail & Wholesale,$10+ billion (USD),0,132,171,151.5,CA,85.0
Data Scientist (L5) - Title & Launch Management,USD 150K - USD 226K ,4.1,Netflix,"Los Gatos, CA",5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),0,150,226,188.0,CA,27.0
Senior Applied Scientist,USD 112K - USD 218K,4.3,Microsoft,United States,10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,112,218,165.0,ES,49.0
Data Scientist Specialist/Bioinformatics Specialist,USD 116K - USD 141K,3.7,3M,"Maplewood, MN",10000+ Employees,1902,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),0,116,141,128.5,MN,122.0
"Data Analyst, Payment Analytics - USDS",USD 106K - USD 178K,3.4,TikTok,"Mountain View, CA",1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,106,178,142.0,CA,8.0
Data Scientist,USD 118K - USD 163K ,3.7,Surya Systems,"San Francisco, CA",1 to 50 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),0,118,163,140.5,CA,26.0
Data Engineer,USD 110K - USD 120K,3.9,Integrate,Remote,201 to 500 Employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD),0,110,120,115.0,Remote,14.0
Data Scientist,USD 103K - USD 139K ,4.3,Octo,"Reston, VA",1001 to 5000 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),0,103,139,121.0,VA,18.0
Dir Data Science,USD 150K - USD 170K,3.5,Webster Bank,United States,1001 to 5000 Employees,1935,Subsidiary or Business Segment,Banking & Lending,Financial Services,$1 to $5 billion (USD),0,150,170,160.0,ES,89.0
Data Scientist,USD 111K - USD 175K ,3.7,Surya Systems,"San Francisco, CA",1 to 50 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),0,111,175,143.0,CA,26.0
Senior Data Science Engineer,USD 12K - USD 20K,3.9,Lawrence Berkeley National Laboratory,"San Francisco, CA",1001 to 5000 Employees,1931,Government,Research & Development,Management & Consulting,$500 million to $1 billion (USD),0,12,20,16.0,CA,93.0
Data Scientist - App Experience,USD 213K - USD 253K,3.8,Roblox,"San Mateo, CA",1001 to 5000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,213,253,233.0,CA,20.0
Data Scientist,USD 109K - USD 136K,4.1,Yum! Brands,"Plano, TX",10000+ Employees,1997,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),0,109,136,122.5,TX,27.0
Machine Learning Engineer,USD 147K - USD 214K,3.6,Shipt,"San Francisco, CA",1001 to 5000 Employees,2014,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,147,214,180.5,CA,10.0
Sr. Scientist II,USD 179K - USD 269K,3.6,23andMe,"Sunnyvale, CA",501 to 1000 Employees,2006,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,0,179,269,224.0,CA,18.0
Senior Data Science and Analytics Analyst,USD 70K - USD 110K,3.8,Razorfish,"Chicago, IL",1001 to 5000 Employees,--,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,70,110,90.0,IL,
"Manager, Data Science",USD 149K - USD 200K,3.8,Disney Direct to Consumer,"Santa Monica, CA",10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),0,149,200,174.5,CA,101.0
"Business Intelligence Engineer , Data Center Engineering Analytics",USD 76K - USD 100K ,3.7,"Amazon Data Services, Inc.","Austin, TX",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,76,100,88.0,TX,30.0
Analytics Engineer (L5) - Content DSE,USD 127K - USD 201K ,4.1,Netflix,"Los Angeles, CA",5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),0,127,201,164.0,CA,27.0
"Bioinformatician / Data Scientist, Sickle cell disease",USD 113K - USD 169K,3.9,Novartis,"Cambridge, MA",Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,0,113,169,141.0,MA,
Senior Consultant – Data Analyst,USD 89K - USD 129K ,4.0,Olmstead Associates,"Boston, MA",1 to 50 Employees,1994,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),0,89,129,109.0,MA,30.0
Senior Marketing Data Analyst,USD 91K - USD 124K ,3.9,BayOne,"San Francisco, CA",501 to 1000 Employees,2012,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),0,91,124,107.5,CA,12.0
Machine Learning Engineer,USD 106K - USD 140K ,4.3,Mastercard,"O Fallon, MO",10000+ Employees,1966,Company - Public,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable,0,106,140,123.0,MO,58.0
"Manager, Data Science & Product Analytics, Amazon",USD 140K,3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,140,140,140.0,WA,30.0
"Data Analyst, Growth Marketing",USD 90K - USD 125K,3.2,Age of Learning,Remote,501 to 1000 Employees,2007,Company - Private,Primary & Secondary Schools,Education,$100 to $500 million (USD),0,90,125,107.5,Remote,17.0
Staff Applied Machine Learning Engineer,USD 192K - USD 260K,4.4,Databricks,"San Francisco, CA",1001 to 5000 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,192,260,226.0,CA,11.0
Computer/Data Science Co-Op - (Fall 2024 Semester- August Start) - MULTIPLE ROLES AVAILABLE,USD 35K - USD 54K ,3.5,Copeland,"Sidney, OH",10000+ Employees,2023,Company - Private,Electronics Manufacturing,Manufacturing,Unknown / Non-Applicable,0,35,54,44.5,OH,1.0
"Sr Data Scientist - Generative AI (GenAI, GAI, Deep Learning)(Remote Or Hybrid)",USD 92K - USD 166K,3.5,TARGET,"Brooklyn Park, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,92,166,129.0,MN,62.0
"Lead Data Scientist - Generative AI (GenAI, GAI, Deep Learning)(Remote Or Hybrid)",USD 124K - USD 223K,3.5,TARGET,"Brooklyn Park, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,124,223,173.5,MN,62.0
"Associate Data Scientist/Data Scientist, Business Analytics (Master’s Degree – Grad Date: December 2023 – May 2024)",USD 92K - USD 130K,4.1,Gartner,"Irving, TX",10000+ Employees,1979,Company - Public,Business Consulting,Management & Consulting,$1 to $5 billion (USD),0,92,130,111.0,TX,45.0
Analytics Engineer,USD 120K - USD 180K,4.3,Messari,Remote,51 to 200 Employees,2018,Company - Private,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable,0,120,180,150.0,Remote,6.0
Data Science Advisor (Enterprise Model Governance) - Work from Home,USD 102K - USD 170K,3.5,The Cigna Group,"Philadelphia, PA",10000+ Employees,1865,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,102,170,136.0,PA,159.0
Data Scientist,USD 118K - USD 181K,3.1,US National Nuclear Security Administration,"Washington, DC",1001 to 5000 Employees,2000,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable,0,118,181,149.5,DC,24.0
Senior Data Analyst,USD 75K - USD 101K,3.6,NYC Careers,Manhattan,Unknown,1625,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,0,75,101,88.0,AN,399.0
Lead Data Analytics Engineer,USD 175K - USD 205K,3.2,LendingClub,"San Francisco, CA",1001 to 5000 Employees,2006,Company - Public,Banking & Lending,Financial Services,$100 to $500 million (USD),0,175,205,190.0,CA,18.0
"Sr. Associate, Data Science & Development",USD 87K - USD 130K ,4.2,Rare,"Arlington, VA",51 to 200 Employees,1974,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO,$25 to $100 million (USD),0,87,130,108.5,VA,50.0
Data Scientist - Generative AI,USD 160K - USD 232K,3.9,Mayo Clinic,"Rochester, MN",10000+ Employees,--,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,160,232,196.0,MN,
Lead Data Science Analyst (multiple openings) - IHM,USD 111K - USD 140K,3.8,Discover Financial Services,"Riverwoods, IL",10000+ Employees,1985,Company - Public,Banking & Lending,Financial Services,$1 to $5 billion (USD),0,111,140,125.5,IL,39.0
Sr Marketing Data Analyst,USD 117K - USD 122K,3.5,Paychex,"Rochester, NY",10000+ Employees,--,Subsidiary or Business Segment,Insurance Carriers,Insurance,$25 to $100 million (USD),0,117,122,119.5,NY,
Principal Marketing Analytics & Data Scientist,USD 106K - USD 145K ,3.9,ABBVIE,"Crystal Lake, IL",10000+ Employees,2013,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,106,145,125.5,IL,11.0
Data Scientist or Senior Data Scientist,USD 106K - USD 171K ,3.6,National Research Group,"Los Angeles, CA",201 to 500 Employees,1978,Company - Public,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,106,171,138.5,CA,46.0
Data Analytics Lead,USD 88K - USD 116K,4.1,Gartner,"Irving, TX",10000+ Employees,1979,Company - Public,Business Consulting,Management & Consulting,$1 to $5 billion (USD),0,88,116,102.0,TX,45.0
Data Scientist – Learning Analytics,USD 110K - USD 125K,4.4,MIT,"Cambridge, MA",10000+ Employees,1861,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,110,125,117.5,MA,163.0
Sr. Data Analyst,USD 67K - USD 93K ,3.9,FedEx Services,"Collierville, TN",10000+ Employees,2000,Company - Public,Taxi & Car Services,Transportation & Logistics,$1 to $5 million (USD),0,67,93,80.0,TN,24.0
"Sr. Analyst, Forecasting & Analytics",USD 95K - USD 120K,3.2,Ross Stores,"New York, NY",10000+ Employees,1982,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$10+ billion (USD),0,95,120,107.5,NY,42.0
AI/ML software Engineering,USD 113K - USD 159K ,3.6,Thermo Fisher Scientific,"Bothell, WA",10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,113,159,136.0,WA,122.0
"Principal Data Scientist, Community",USD 142K - USD 197K ,4.1,Atlassian,"San Francisco, CA",5001 to 10000 Employees,2002,Company - Public,Software Development,Information Technology,Unknown / Non-Applicable,0,142,197,169.5,CA,22.0
Data Science Graduate Research Assistant,USD 72K - USD 90K ,4.3,University of Maryland,"College Park, MD",10000+ Employees,1856,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,72,90,81.0,MD,168.0
"Data Engineer, Consultant",USD 119K - USD 178K,3.8,Blue Shield of California,"Oakland, CA",5001 to 10000 Employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD),0,119,178,148.5,CA,85.0
People Data Analyst Senior,USD 60K - USD 90K,3.9,General Dynamics Information Technology,Indiana,10000+ Employees,1996,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,$10+ billion (USD),0,60,90,75.0,NA,28.0
"Adjunct Faculty, Data Science",USD 86K - USD 123K ,4.0,The University Of Denver,"Denver, CO",1001 to 5000 Employees,1864,College / University,Colleges & Universities,Education,$100 to $500 million (USD),0,86,123,104.5,CO,160.0
Data Analyst/Health Statistician,USD 81K - USD 147K,3.8,Leidos,California,10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,81,147,114.0,IA,55.0
"Senior Director, Data Science",USD 110K - USD 156K ,3.6,Simplot,"Boise, ID",5001 to 10000 Employees,1935,Company - Private,Crop Production,Agriculture,$5 to $10 billion (USD),0,110,156,133.0,ID,89.0
Lead Analytics Specialist,USD 80K - USD 148K,3.3,ServiceChannel,Remote,10000+ Employees,2016,Company - Public,Machinery Manufacturing,Manufacturing,$5 to $10 billion (USD),0,80,148,114.0,Remote,8.0
Data Scientist,USD 102K - USD 139K ,5.0,ISE Data Systems,"Reston, VA",1 to 50 Employees,--,Company - Public,--,--,Unknown / Non-Applicable,0,102,139,120.5,VA,
Senior Data Scientist,USD 111K - USD 148K,3.9,Trane Technologies,"Davidson, NC",10000+ Employees,2020,Company - Public,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,0,111,148,129.5,NC,4.0
(Worldpay) Data and Analytics Manager - People & Culture,USD 88K - USD 132K ,3.7,FIS Global,"Cincinnati, OH",10000+ Employees,1968,Company - Public,Financial Transaction Processing,Financial Services,$5 to $10 billion (USD),0,88,132,110.0,OH,56.0
R&D Data Engineer,USD 77K - USD 113K ,3.9,Covestro,"Pittsburgh, PA",10000+ Employees,2015,Company - Public,Chemical Manufacturing,Manufacturing,$10+ billion (USD),0,77,113,95.0,PA,9.0
BUSINESS INTELLIGENCE ANALYST I,USD 59K - USD 97K,3.6,MU Health Care,"Columbia, MO",5001 to 10000 Employees,1956,Hospital,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),0,59,97,78.0,MO,68.0
Senior Business Intelligence Analyst,USD 80K,3.3,Aspirion Health Resources LLC,Remote,1001 to 5000 Employees,2016,Company - Private,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),0,80,80,80.0,Remote,8.0
R&D Strategic Data Manager,USD 100K - USD 142K ,4.0,HM.CLAUSE,"Davis, CA",1001 to 5000 Employees,--,Subsidiary or Business Segment,Crop Production,Agriculture,$100 to $500 million (USD),0,100,142,121.0,CA,
Finance Data Analyst,USD 57K - USD 86K ,4.2,HP,"Spring, TX",10000+ Employees,1939,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,57,86,71.5,TX,85.0
Senior Data Analyst,USD 111K - USD 147K ,5.0,Hypersonix,"San Jose, CA",1 to 50 Employees,2019,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,0,111,147,129.0,CA,5.0
"2024 Summer Associate SumRidge Data Engineer In-Person (Jersey City, NJ)",USD 79K - USD 119K ,4.1,"Raymond James Financial, Inc.","Jersey City, NJ",10000+ Employees,1962,Company - Public,Investment & Asset Management,Financial Services,$5 to $10 billion (USD),0,79,119,99.0,NJ,62.0
Data Scientist,USD 126K - USD 140K,4.1,Fabletics,"El Segundo, CA",Unknown,2013,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,126,140,133.0,CA,11.0
Data Analyst,USD 63K - USD 96K ,3.5,Westfield Insurance,"Westfield Center, OH",1001 to 5000 Employees,1848,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,0,63,96,79.5,OH,176.0
Mid-Level Data Scientist,USD 66K - USD 105K ,3.6,Illumination Works LLC,"Cincinnati, OH",51 to 200 Employees,2006,Contract,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,66,105,85.5,OH,18.0
